movie_id,primary_title,original_title,start_year,runtime_minutes,genres,imdb_rating,imdb_votes,bom_title,studio,domestic_gross,foreign_gross,year_only,total_gross,primary_name,primary_profession,person_id,join_title,join_year,tmdb_rating,tmdb_votes,popularity,production_budget,main_genre,production_budget_imputed
tt6213758,The Journey,The Journey,2017.0,82.0,"Drama,Thriller",6.3,124.0,The Journey,IFC,155000.0,0.0,2017.0,155000.0,Mohamed Al Daradji,"producer,director,writer",nm1865534,the journey,2017,6.7,20.0,1.893,,Drama,61255.45453476201
tt6225520,The Man Who Invented Christmas,The Man Who Invented Christmas,2017.0,104.0,"Biography,Comedy,Drama",7.0,9430.0,The Man Who Invented Christmas,BST,5700000.0,0.0,2017.0,5700000.0,Bharat Nalluri,"director,writer,producer",nm0620576,the man who invented christmas,2017,6.6,323.0,7.687,,Biography,3048928.18214848
tt6238896,Earth: One Amazing Day,Earth: One Amazing Day,2017.0,95.0,"Documentary,Family",7.8,1908.0,Earth: One Amazing Day,BBC,81300.0,11600000.0,2017.0,11681300.0,"Lixin Fan, Peter Webber, Richard Dale","director,camera_department,producer, director,editor,producer, producer,director,writer","nm0197773, nm0916424, nm2887720",earth: one amazing day,2017,7.8,80.0,8.266,,Documentary,3650406.25
tt6257174,The Miseducation of Cameron Post,The Miseducation of Cameron Post,2018.0,91.0,Drama,6.6,13017.0,The Miseducation of Cameron Post,FR,905000.0,0.0,2018.0,905000.0,Desiree Akhavan,"actress,writer,director",nm3034178,the miseducation of cameron post,2018,7.1,317.0,13.0,,Drama,357652.81518683623
tt6265828,A Ghost Story,A Ghost Story,2017.0,92.0,"Drama,Fantasy,Romance",6.8,46280.0,A Ghost Story,A24,1600000.0,0.0,2017.0,1600000.0,David Lowery,"editor,producer,director",nm1108007,a ghost story,2017,7.0,906.0,11.886,100000.0,Drama,100000.0
tt6266538,Vice,Vice,2018.0,132.0,"Biography,Comedy,Drama",7.2,72855.0,Vice,Annapurna,47800000.0,28200000.0,2018.0,76000000.0,Adam McKay,"producer,writer,director",nm0570912,vice,2018,7.1,1213.0,20.125,60000000.0,Biography,60000000.0
tt6272828,Mubarakan,Mubarakan,2017.0,156.0,"Comedy,Romance",5.6,2989.0,Mubarakan,Sony,759000.0,12100000.0,2017.0,12859000.0,Anees Bazmee,"writer,director,assistant_director",nm0063357,mubarakan,2017,,,,,Comedy,4896212.424849699
tt6273736,Vanishing Time: A Boy Who Returned,Ga-lyeo-jin si-gan,2016.0,130.0,Fantasy,7.3,1102.0,Vanishing Time: A Boy Who Returned,Dreamwest,57800.0,0.0,2016.0,57800.0,Tae-hwa Eom,"director,writer",nm6174515,vanishing time: a boy who returned,2016,,,,,Fantasy,42375.36656891495
tt6277440,Badrinath Ki Dulhania,Badrinath Ki Dulhania,2017.0,139.0,"Comedy,Drama,Romance",6.2,8584.0,Badrinath Ki Dulhania,FIP,2000000.0,23200000.0,2017.0,25200000.0,Shashank Khaitan,"director,writer,actor",nm4264671,badrinath ki dulhania,2017,,,,,Comedy,9595190.380761523
tt6288250,Patti Cake$,Patti Cake$,2017.0,109.0,"Drama,Music",6.7,8581.0,Patti Cake$,FoxS,800000.0,682000.0,2017.0,1482000.0,Geremy Jasper,"director,writer,composer",nm3017455,patti cake$,2017,7.0,122.0,6.934,1000000.0,Drama,1000000.0
tt6294822,The Post,The Post,2017.0,116.0,"Biography,Drama,History",7.2,108017.0,The Post,Fox,81900000.0,97900000.0,2017.0,179800000.0,Steven Spielberg,"producer,writer,director",nm0000229,the post,2017,7.0,2506.0,15.551,50000000.0,Biography,50000000.0
tt6304046,Thelma,Thelma,2017.0,116.0,"Drama,Fantasy,Horror",7.0,20828.0,Thelma,Orch.,147000.0,0.0,2017.0,147000.0,Joachim Trier,"director,writer,soundtrack",nm1258686,thelma,2017,7.1,368.0,9.329,,Drama,58093.882687806545
tt6306064,Adrift,Adrift,2018.0,96.0,"Action,Adventure,Biography",6.6,34115.0,Adrift,STX,31400000.0,28500000.0,2018.0,59900000.0,Baltasar Kormákur,"producer,director,writer",nm0466349,adrift,2018,6.7,1264.0,16.786,35000000.0,Action,35000000.0
tt6322922,An Inconvenient Sequel: Truth to Power,An Inconvenient Sequel: Truth to Power,2017.0,98.0,Documentary,6.3,6752.0,An Inconvenient Sequel: Truth to Power,Par.,3500000.0,1900000.0,2017.0,5400000.0,"Bonni Cohen, Jon Shenk","camera_department,cinematographer,producer, producer,director,writer","nm0791556, nm1010896",an inconvenient sequel: truth to power,2017,7.0,75.0,7.357,,Documentary,1687500.0
tt6333056,City of Ghosts,City of Ghosts,2017.0,92.0,"Documentary,War",7.4,2925.0,City of Ghosts,IFC,128000.0,100000.0,2017.0,228000.0,Matthew Heineman,"producer,director,cinematographer",nm1292648,city of ghosts,2017,7.1,24.0,4.341,,Documentary,71250.0
tt6343314,Creed II,Creed II,2018.0,130.0,"Drama,Sport",7.2,72503.0,Creed II,MGM,115700000.0,98300000.0,2018.0,214000000.0,Steven Caple Jr.,"director,producer,writer",nm4023702,creed ii,2018,6.7,2236.0,26.907,50000000.0,Drama,50000000.0
tt6352548,Poster Boys,Poster Boys,2017.0,128.0,Comedy,5.6,1234.0,Poster Boys,Sony,97000.0,2400000.0,2017.0,2497000.0,Shreyas Talpade,"actor,producer,soundtrack",nm1662277,poster boys,2017,,,,,Comedy,950761.5230460922
tt6359956,A Bad Moms Christmas,A Bad Moms Christmas,2017.0,104.0,"Adventure,Comedy",5.5,33056.0,A Bad Moms Christmas,STX,72100000.0,58400000.0,2017.0,130500000.0,"Jon Lucas, Scott Moore","writer,producer,director","nm0524190, nm0601859",a bad moms christmas,2017,6.3,1044.0,16.604,28000000.0,Adventure,28000000.0
tt6370266,Bending the Arc,Bending the Arc,2017.0,102.0,Documentary,8.1,93.0,Bending the Arc,Abr.,21900.0,0.0,2017.0,21900.0,"Kief Davidson, Pedro Kos","director,producer,editor, editorial_department,editor,miscellaneous","nm0203400, nm1310430",bending the arc,2017,,,,,Documentary,6843.75
tt6388082,My Annoying Brother,Hyeong,2016.0,110.0,"Comedy,Drama",7.3,1576.0,My Annoying Brother,CJ,52000.0,0.0,2016.0,52000.0,Soo-Kyung Kwon,"director,make_up_department",nm8684196,my annoying brother,2016,,,,,Comedy,19799.599198396794
